"";"X";"id";"first_name";"second_name";"name";"singular_name";"form";"selected_by_percent";"total_points";"goals_scored";"assists";"clean_sheets";"transfers_in_event";"transfers_out_event";"event_points";"points_per_game";"goals_conceded";"yellow_cards";"red_cards";"saves";"bonus";"bps";"influence";"creativity";"threat";"ict_index";"value_form";"value_season";"news";"now_cost";"ep_this";"ep_next";"chance_of_playing_this_round";"in_dreamteam";"dreamteam_count";"minutes";"element_type";"team_code"
"345";345;246;"Virgil";"van Dijk";"Liverpool";"Defender";7,6;30,7;165;3;3;16;11492;16709;2;5,3;18;1;0;0;17;754;802,8;91,9;404;130;1,2;25;"";6,6;9,1;7,6;100;TRUE;3;2754;2;14
"346";346;247;"Andrew";"Robertson";"Liverpool";"Defender";5,8;37,6;171;0;9;17;4993;29780;2;5,9;16;3;0;0;24;721;591,6;603,5;281;147,7;0,8;24,8;"";6,9;7,3;5,8;100;TRUE;4;2593;2;14
"347";347;248;"Alex";"Oxlade-Chamberlain";"Liverpool";"Midfielder";0;0;0;0;0;0;20;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Lack of match fitness - Unknown return date";6,4;0;0;0;FALSE;0;0;3;14
"348";348;249;"Jordan";"Henderson";"Liverpool";"Midfielder";1,6;0,6;44;0;0;8;7;261;0;1,8;11;0;1;0;0;276;217,2;206,8;89;51,5;0,3;8,3;"Ankle injury - 75% chance of playing";5,3;0,8;1,2;25;FALSE;0;1433;3;14
"349";349;250;"Adam";"Lallana";"Liverpool";"Midfielder";1,4;0,7;23;0;1;3;67;105;3;1,8;3;1;0;0;0;96;85,4;139;113;33,8;0,2;3,3;"";6,9;2,9;1,4;100;FALSE;0;460;3;14
"350";350;251;"Sadio";"Mané";"Liverpool";"Midfielder";9,2;31,2;186;17;3;15;92296;28575;13;6,4;17;1;0;0;21;569;799;501,9;1069;237;0,9;18,8;"";10;10,7;9,2;100;TRUE;6;2446;3;14
"351";351;252;"Georginio";"Wijnaldum";"Liverpool";"Midfielder";2,4;1,1;85;2;1;15;460;1353;2;3;12;3;0;0;6;353;326,2;330,3;304;96,3;0,4;15,5;"";5,5;3,9;2,4;100;FALSE;1;2237;3;14
"352";352;253;"Mohamed";"Salah";"Liverpool";"Midfielder";3,2;41,1;205;17;9;17;1067;193683;2;6,6;16;0;0;0;15;534;946;804,3;1705;345,7;0,2;15,3;"";13,3;4,7;3,2;100;TRUE;5;2643;3;14
"353";353;254;"James";"Milner";"Liverpool";"Midfielder";2,6;2,5;91;4;5;9;979;938;7;3,6;12;3;1;0;12;395;511;658,8;329;150,3;0,5;16,3;"";5,6;4,1;2,6;100;FALSE;1;1610;3;14
"354";354;255;"Fabio Henrique";"Tavares";"Liverpool";"Midfielder";2;0,6;53;1;2;9;192;494;1;2,4;11;6;0;0;0;246;349,4;248,5;164;76,3;0,4;9,6;"";5,5;3,5;2;100;FALSE;0;1635;3;14
"355";355;256;"Naby";"Keita";"Liverpool";"Midfielder";0,4;1,5;43;0;1;7;4;326;0;2;7;0;0;0;0;156;183,4;158;284;62,6;0,1;6,1;"Muscle injury - 75% chance of playing";7,1;1,4;0,3;75;FALSE;0;1073;3;14
"356";356;257;"Roberto";"Firmino";"Liverpool";"Forward";4;15,8;141;11;7;17;4161;22351;5;4,7;13;0;0;0;20;582;671;529,2;1074;226,7;0,4;15,3;"";9,2;5,5;4;100;FALSE;3;2246;4;14
"357";357;462;"Xherdan";"Shaqiri";"Liverpool";"Midfielder";0;2,2;82;6;4;7;50;1550;0;3,9;6;2;0;0;4;280;343,6;311,4;281;93,6;0;11,9;"Groin Injury - 75% chance of playing";6,9;1,5;0;100;FALSE;1;1010;3;14
"358";358;468;"Alisson";"Ramses Becker";"Liverpool";"Goalkeeper";5,4;24,2;145;0;0;17;2305;20902;2;4,7;18;1;0;63;9;624;558,8;0,1;0;55,7;0,9;24,2;"";6;6,9;5,4;NA;TRUE;1;2790;1;14
"359";359;472;"Daniel";"Sturridge";"Liverpool";"Forward";1,2;0,9;30;2;1;1;121;258;1;1,9;3;1;0;0;2;113;117,4;91,7;170;37,6;0,2;5,4;"";5,6;2,7;1,2;NA;FALSE;0;336;4;14
"360";360;543;"Divock";"Origi";"Liverpool";"Forward";2;0,1;24;2;1;2;428;537;1;2,7;2;0;0;0;1;86;102,4;41,6;129;27,2;0,4;4,8;"";5;3,5;2;100;FALSE;0;271;4;14
"361";361;557;"Rafael";"Camacho";"Liverpool";"Midfielder";0;0;1;0;0;0;4;7;0;1;1;0;0;0;0;3;2;0;0;0,2;0;0,2;"";5;1,5;0;NA;FALSE;0;1;3;14
"362";362;597;"Curtis";"Jones";"Liverpool";"Midfielder";0;0;0;0;0;0;18;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"";4,5;1,5;0;NA;FALSE;0;0;3;14
"363";363;223;"Riyad";"Mahrez";"Man City";"Midfielder";4,7;1,8;85;6;3;3;1070;707;0;3,5;8;0;0;0;11;288;374;373,9;626;137,3;0,6;10,4;"";8,2;0;12,4;100;FALSE;2;1149;3;43
"364";364;260;"Ederson";"Santana de Moraes";"Man City";"Goalkeeper";4,7;21,5;126;0;1;14;28697;6322;0;4,2;21;2;0;47;4;535;440,4;33;0;47,3;0,8;22,5;"";5,6;0;12,4;NA;FALSE;1;2700;1;43
"365";365;261;"Claudio";"Bravo";"Man City";"Goalkeeper";0;0,1;0;0;0;0;13;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Achilles injury - Unknown return date";4,8;0;0;0;FALSE;0;0;1;43
"366";366;262;"John";"Stones";"Man City";"Defender";0,3;4,7;66;0;0;7;271;2053;0;3,5;15;1;0;0;7;368;338,2;110;47;49,5;0,1;12,7;"Groin Injury - 75% chance of playing";5,2;0;2,7;75;FALSE;0;1570;2;43
"367";367;263;"Vincent";"Kompany";"Man City";"Defender";3;1,1;30;0;0;3;179;1047;0;2,5;5;4;0;0;2;174;187;34,5;42;26,4;0,6;5,8;"Muscle injury - 75% chance of playing";5,2;0;6,8;75;FALSE;1;775;2;43
"368";368;264;"Nicolás";"Otamendi";"Man City";"Defender";5,7;3;62;0;0;8;2423;4399;0;4,1;7;1;0;0;5;310;261,4;52,6;100;41,4;0,9;10,3;"Ankle injury - 75% chance of playing";6;0;10,8;100;FALSE;0;1138;2;43
"369";369;265;"Kyle";"Walker";"Man City";"Defender";2;11,3;105;1;1;12;9927;3515;0;4,2;15;3;0;0;6;493;382;288,7;133;80,4;0,3;16,4;"";6,4;0;7;100;FALSE;1;2078;2;43
"370";370;266;"Danilo Luiz";"da Silva";"Man City";"Defender";2,7;0,8;36;1;0;3;758;1015;0;4,5;7;1;0;0;5;163;151,8;112,7;99;36,4;0,5;7,2;"";5;0;8,4;100;FALSE;1;712;2;43
"371";371;267;"Benjamin";"Mendy";"Man City";"Defender";0;5,9;57;0;6;4;96;1507;0;6,3;5;1;0;0;6;250;231,2;213,3;63;50,6;0;9,3;"Knee injury - 75% chance of playing";6,1;0;2,3;75;FALSE;2;810;2;43
"372";372;268;"Aymeric";"Laporte";"Man City";"Defender";0;8;113;2;1;12;35938;3590;0;4,2;19;3;0;0;4;538;559;164,2;196;92,2;0;19,2;"";5,9;0;3;100;FALSE;1;2336;2;43
"373";373;269;"Fabian";"Delph";"Man City";"Defender";0;0,3;29;0;1;3;51;128;0;2,6;9;1;1;0;2;186;153,8;97,8;24;27,5;0;5,5;"Knock - 75% chance of playing";5,3;0;2,3;100;FALSE;0;722;2;43
"374";374;270;"Raheem";"Sterling";"Man City";"Midfielder";8,3;16,6;198;15;13;12;150768;4159;0;7,3;17;2;0;0;23;664;921,4;783,5;1248;295,4;0,7;17,2;"";11,6;0;19,6;100;TRUE;6;2143;3;43
"375";375;271;"David";"Silva";"Man City";"Midfielder";5,3;4,7;119;6;6;11;12256;3699;0;4,6;13;1;0;0;13;512;612;937,4;946;249,7;0,6;14;"";8,5;0;13,6;100;FALSE;2;1893;3;43
"376";376;272;"Fernando";"Luiz Rosa";"Man City";"Midfielder";0;3;73;1;3;11;67;1240;0;2,9;15;5;0;0;4;409;502,8;351,6;191;104,8;0;13,8;"Muscle injury - 75% chance of playing";5,3;0;2,3;75;FALSE;1;2168;3;43
"377";377;273;"Kevin";"De Bruyne";"Man City";"Midfielder";1,3;3,4;32;1;1;4;104;1179;0;2,3;2;2;0;0;2;159;166,2;351,7;190;70,8;0,1;3,3;"Hamstring injury - 75% chance of playing";9,7;0;4,2;75;FALSE;0;665;3;43
"378";378;274;"Ilkay";"Gündogan";"Man City";"Midfielder";2,7;2,5;85;5;2;8;3219;2791;0;3,5;13;2;0;0;8;387;412,8;568;388;136,9;0,5;15,7;"";5,4;0;8,4;100;FALSE;1;1501;3;43
"379";379;275;"Leroy";"Sané";"Man City";"Midfielder";0,7;7,6;132;8;11;7;10251;9260;0;5,3;13;1;0;0;13;437;586,6;556;846;199;0,1;14,2;"";9,3;0;4,4;NA;FALSE;3;1521;3;43
"380";380;276;"Bernardo Mota";"Veiga de Carvalho e Silva";"Man City";"Midfielder";3;7,6;117;5;7;10;20795;7526;0;4;20;3;0;0;11;505;592,4;785,3;760;214,1;0,4;15,6;"";7,5;0;9;100;FALSE;2;2284;3;43
"381";381;277;"Phil";"Foden";"Man City";"Midfielder";0,7;0,1;10;0;0;0;122;94;0;1;0;0;0;0;0;40;19;65,4;73;15,7;0,2;2,2;"";4,5;0;4,4;100;FALSE;0;98;3;43
"382";382;278;"Brahim";"Diaz";"Man City";"Midfielder";0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Joined Real Madrid in a permanent move";4,7;0;0;0;FALSE;0;0;3;43
"383";383;279;"Oleksandr";"Zinchenko";"Man City";"Midfielder";2,7;0,3;27;0;3;4;1153;672;0;3,9;3;0;0;0;1;135;167,8;157,1;32;35,7;0,6;5,7;"";4,7;0;8,4;100;FALSE;0;593;3;43
"384";384;280;"Sergio";"Agüero";"Man City";"Forward";5,3;39,4;165;18;9;12;84143;9966;0;6,3;14;4;0;0;21;608;794,8;393,3;1334;252,1;0,4;14;"";11,8;0;13,6;100;TRUE;4;1916;4;43
"385";385;281;"Gabriel Fernando";"de Jesus";"Man City";"Forward";0,7;1,5;66;6;2;1;461;456;0;2,9;10;0;0;0;7;221;322,8;239,7;756;132;0,1;6,7;"";9,9;0;4,4;100;FALSE;2;849;4;43
"386";386;529;"Arijanet";"Muric";"Man City";"Goalkeeper";0;0;0;0;0;0;12;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"";4,5;0;3;NA;FALSE;0;0;1;43
"387";387;604;"Philippe";"Sandler";"Man City";"Defender";0;0;0;0;0;0;74;43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"";4;0;3;NA;FALSE;0;0;2;43
"388";388;282;"David";"De Gea";"Man Utd";"Goalkeeper";2,5;16,7;104;0;0;7;14018;3831;0;3,5;40;1;0;98;7;524;675,4;0;0;67,5;0,4;18,2;"";5,7;0;6;NA;FALSE;2;2700;1;1
"389";389;283;"Sergio";"Romero";"Man Utd";"Goalkeeper";0;0,1;0;0;0;0;22;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"";4,9;0;1;100;FALSE;0;0;1;1
"390";390;284;"Chris";"Smalling";"Man Utd";"Defender";2,5;1,3;51;1;0;4;1811;344;0;2,8;24;1;0;0;3;269;354,4;18,4;148;52,1;0,4;9,1;"";5,6;0;6;100;FALSE;1;1587;2;1
"391";391;285;"Phil";"Jones";"Man Utd";"Defender";0;0,5;36;0;1;3;94;139;0;3;10;0;0;0;3;197;196;29,4;35;26,2;0;7,1;"";5,1;0;1;100;FALSE;1;876;2;1
"392";392;286;"Luke";"Shaw";"Man Utd";"Defender";3;9,6;74;1;3;6;18256;9492;0;3,1;32;9;0;0;6;408;496,8;419,4;219;113,7;0,6;14,5;"Knock - 75% chance of playing";5,1;0;5,3;100;FALSE;1;2141;2;1
"393";393;287;"Marcos";"Rojo";"Man Utd";"Defender";0;0,1;-1;0;0;0;50;27;0;-0,5;3;1;0;0;0;1;14,2;1,5;24;4;0;-0,2;"";4,9;0;1;100;FALSE;0;103;2;1
"394";394;288;"Antonio";"Valencia";"Man Utd";"Defender";0;0,7;16;0;0;2;16;92;0;3,2;5;2;0;0;1;90;59,8;99,1;3;16,2;0;2,5;"Knock - 75% chance of playing";6,4;0;0,8;0;FALSE;0;450;2;1
"395";395;289;"Matteo";"Darmian";"Man Utd";"Defender";0;0,2;13;0;0;1;11;20;0;2,6;6;0;0;0;2;69;77,4;34,3;7;11,9;0;2,8;"Knock - 50% chance of playing";4,6;0;0,5;50;FALSE;0;361;2;1
"396";396;290;"Daley";"Blind";"Man Utd";"Defender";0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Transferred to Ajax";5;0;0;0;FALSE;0;0;2;1
"397";397;291;"Eric";"Bailly";"Man Utd";"Defender";0,3;1,3;14;0;0;1;123;116;0;1,3;12;0;1;0;0;99;113,6;3,1;8;12,6;0,1;2,8;"";5;0;1,6;100;FALSE;0;566;2;1
"398";398;292;"Victor";"Lindelöf";"Man Utd";"Defender";3,8;6,8;79;1;1;6;24368;3929;0;3,2;30;1;0;0;9;447;463;69,2;96;62,9;0,7;15,5;"";5,1;0;8,6;100;FALSE;1;2158;2;1
"399";399;293;"Ashley";"Young";"Man Utd";"Defender";3,8;2;68;2;3;4;6151;1090;0;3;33;7;0;0;3;372;447,8;531;104;108,4;0,7;11,9;"";5,7;0;8,6;100;FALSE;1;2017;2;1
"400";400;294;"José Diogo";"Dalot Teixeira";"Man Utd";"Defender";1,8;0,1;23;0;2;1;742;160;0;2,1;9;2;0;0;0;118;120,6;185,2;63;36,9;0,3;4,3;"";5,3;0;4,6;100;FALSE;0;666;2;1
"401";401;295;"Alexis";"Sánchez";"Man Utd";"Midfielder";0,8;1,2;44;1;5;2;37;195;0;2,6;10;3;0;0;1;153;198,6;276,1;295;76,9;0,1;4,4;"Knee injury - Expected back 21 Apr";10;0;0;0;FALSE;0;784;3;1
"402";402;296;"Nemanja";"Matic";"Man Utd";"Midfielder";0,3;0,7;52;1;0;6;583;286;0;2,2;31;6;1;0;2;322;433;235,7;171;84,1;0,1;10,4;"Knock - 75% chance of playing";5;0;1,2;100;FALSE;0;2115;3;1
"403";403;297;"Juan";"Mata";"Man Utd";"Midfielder";0,3;0,9;53;2;3;4;336;161;0;2,9;12;2;0;0;5;213;187,8;315,9;216;72,2;0;8,7;"";6,1;0;1,6;50;FALSE;2;997;3;1
"404";404;298;"Marouane";"Fellaini";"Man Utd";"Midfielder";0;0,4;26;0;2;1;9;52;0;1,9;14;1;0;0;0;119;172,2;65,6;145;38,1;0;5,4;"Joined Shandong Luneng Taishan";4,8;0;0;0;FALSE;0;746;3;1
"405";405;299;"Ander";"Herrera";"Man Utd";"Midfielder";0,3;0,6;57;2;3;4;1072;570;0;3;16;3;0;0;6;273;369;213,3;224;80,7;0,1;11,4;"";5;0;1,6;75;FALSE;0;1208;3;1
"406";406;300;"Jesse";"Lingard";"Man Utd";"Midfielder";0,3;2,8;70;4;3;3;4065;1010;0;3,2;18;2;0;0;5;236;272;238,4;323;83,2;0;10,4;"";6,7;0;1,6;75;FALSE;1;1278;3;1
"407";407;301;"Anthony";"Martial";"Man Utd";"Midfielder";0,3;3,7;103;9;3;4;8335;5780;0;4,9;18;2;0;0;12;330;463;422,2;580;146,3;0;14,3;"Knee injury - 75% chance of playing";7,2;0;1,2;100;FALSE;3;1288;3;1
"408";408;302;"Paul";"Pogba";"Man Utd";"Midfielder";2;42,8;151;11;10;8;58481;17537;0;5,6;29;5;0;0;16;531;920;618,8;1061;260,3;0,2;17;"";8,9;0;5;100;FALSE;4;2287;3;1
"409";409;303;"Scott";"McTominay";"Man Utd";"Midfielder";1,8;0,9;17;0;0;1;1309;1160;0;1,5;11;0;0;0;0;84;76,8;14,4;43;13,4;0,4;4;"";4,2;0;4,6;100;FALSE;0;538;3;1
"410";410;304;"Frederico";"Rodrigues de Paula Santos";"Man Utd";"Midfielder";2;1,2;30;1;1;1;353;182;0;2,3;13;2;0;0;3;132;139,4;169,7;75;38,5;0,4;5,6;"";5,4;0;5;NA;FALSE;0;750;3;1
"411";411;305;"Marcus";"Rashford";"Man Utd";"Forward";1,8;28,7;110;9;7;6;74867;20970;0;4,2;24;3;1;0;13;362;547,6;397,6;836;177,3;0,2;14,5;"Ankle injury - 75% chance of playing";7,6;0;3,4;100;FALSE;3;1796;4;1
"412";412;306;"Romelu";"Lukaku";"Man Utd";"Forward";7;5;106;12;1;4;9465;9343;0;3,9;31;4;0;0;14;345;529,4;266,9;964;176,2;0,6;9,8;"Foot injury - 75% chance of playing";10,8;0;11,3;75;FALSE;3;1782;4;1
"413";413;481;"Andreas";"Pereira";"Man Utd";"Midfielder";3,8;0,4;22;1;1;1;1503;1031;0;2,4;8;2;0;0;2;86;94;57,9;31;18,3;0,8;4,9;"";4,5;0;8,6;NA;FALSE;1;385;3;1
"414";414;520;"Lee";"Grant";"Man Utd";"Goalkeeper";0;0;0;0;0;0;7;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"";4,9;0;1;NA;FALSE;0;0;1;1
"415";415;568;"Angel";"Gomes";"Man Utd";"Midfielder";0;0;1;0;0;0;5;7;0;1;1;0;0;0;0;3;5,2;0,3;17;2,3;0;0,2;"";5;0;1;NA;FALSE;0;9;3;1
"416";416;602;"James";"Garner";"Man Utd";"Midfielder";0,3;0;1;0;0;0;3;2;0;1;0;0;0;0;0;3;0;0;0;0;0,1;0,2;"";4,5;0;1,6;NA;FALSE;0;1;3;1
"417";417;603;"Tahith";"Chong";"Man Utd";"Midfielder";0,3;0;1;0;0;0;16;9;0;1;0;0;0;0;0;3;0;0;0;0;0,1;0,2;"";4,5;0;1,6;NA;FALSE;0;1;3;1
"418";418;608;"Mason";"Greenwood";"Man Utd";"Forward";1;0;1;0;0;0;922;394;0;1;0;0;0;0;0;2;0,4;0,9;2;0,3;0,2;0,2;"";4,5;0;3;NA;FALSE;0;10;4;1
"419";419;307;"Robert";"Elliot";"Newcastle";"Goalkeeper";0;0,1;0;0;0;0;3;43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Back injury - Unknown return date";4,3;0;0;0;FALSE;0;0;1;4
"420";420;308;"Karl";"Darlow";"Newcastle";"Goalkeeper";0;0,1;0;0;0;0;3;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"";4,4;0;-0,5;100;FALSE;0;0;1;4
"421";421;309;"Martin";"Dubravka";"Newcastle";"Goalkeeper";2,8;0,9;107;0;0;9;355;2138;1;3,5;40;1;0;83;8;533;665,2;0;0;66,5;0,6;21,4;"";5;2,8;2,3;100;FALSE;0;2790;1;4
"422";422;310;"DeAndre";"Yedlin";"Newcastle";"Defender";2;1,1;60;1;2;5;852;1360;4;2,2;38;6;1;0;1;314;430,6;383;108;92,4;0,4;13,3;"";4,5;2;1,5;100;FALSE;0;2292;2;4
"423";423;311;"Ciaran";"Clark";"Newcastle";"Defender";0;0,2;42;3;0;2;23;36;0;3,8;15;1;0;0;4;194;293,2;25;105;42,6;0;9,3;"";4,5;0;-0,5;100;FALSE;1;857;2;4
"424";424;312;"Jamaal";"Lascelles";"Newcastle";"Defender";2,4;3,4;76;0;1;8;34;9005;0;2,9;29;4;0;0;7;429;518,2;45,8;90;65,7;0,5;16,2;"Knee injury - Expected back 01 Apr";4,7;0;0;0;FALSE;1;2205;2;4
"425";425;313;"Paul";"Dummett";"Newcastle";"Defender";0,8;0,1;49;0;0;5;80;110;1;2,6;19;0;0;0;3;270;307,2;77,8;53;43,8;0,2;11,1;"";4,4;0,8;0,3;100;FALSE;1;1431;2;4
"426";426;314;"Florian";"Lejeune";"Newcastle";"Defender";3;0,2;28;0;0;3;234;531;1;2,8;11;0;0;0;0;170;186,4;68,1;38;29,2;0,7;6,4;"";4,4;3;2,5;100;FALSE;0;900;2;4
"427";427;315;"Javier";"Manquillo";"Newcastle";"Defender";2,4;0,3;40;0;2;3;53;405;0;2,9;11;1;0;0;5;169;161,6;87;9;25,9;0,6;9,3;"";4,3;2,4;1,9;100;FALSE;1;738;2;4
"428";428;316;"Chancel";"Mbemba";"Newcastle";"Defender";0;0,1;0;0;0;0;5;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Transferred to Porto";4;0;0;0;FALSE;0;0;2;4
"429";429;317;"Matt";"Ritchie";"Newcastle";"Midfielder";3;0,6;81;2;4;8;527;1173;8;2,8;33;8;0;0;5;369;506,2;736,5;371;161,4;0,5;14;"";5,8;3;2,5;100;FALSE;0;2314;3;4
"430";430;318;"Jonjo";"Shelvey";"Newcastle";"Midfielder";0,2;0,3;25;0;1;3;28;52;1;1,9;12;1;0;0;0;121;167,2;311,9;126;60,5;0;4,7;"";5,3;0,2;-0,3;100;FALSE;0;766;3;4
"431";431;319;"Mohamed";"Diamé";"Newcastle";"Midfielder";0,8;0,1;49;0;0;6;16;35;2;2;30;3;0;0;0;190;273,8;74,9;170;52,1;0,2;10,2;"";4,8;0,8;0,3;100;FALSE;0;1962;3;4
"432";432;320;"Christian";"Atsu";"Newcastle";"Midfielder";0,6;0,1;37;0;0;5;8;84;1;1,7;14;2;0;0;0;116;166,4;235,8;243;64,5;0,1;7,3;"";5,1;0,6;0,1;100;FALSE;0;1207;3;4
"433";433;321;"Jacob";"Murphy";"Newcastle";"Midfielder";0;0;16;0;1;1;0;5;0;1,8;8;0;0;0;0;50;53,6;31,1;22;10,7;0;3,4;"Season-long loan to West Bromwich Albion";4,7;0;0;0;FALSE;0;296;3;4
"434";434;322;"Mikel";"Merino";"Newcastle";"Midfielder";0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Transferred to  Real Sociedad";5;0;0;0;FALSE;0;0;3;4
"435";435;323;"Isaac";"Hayden";"Newcastle";"Midfielder";3;2,4;50;1;3;5;655;6368;1;2,8;18;2;1;0;4;214;304,2;226,5;177;70,8;0,7;11,4;"";4,4;3;2,5;100;FALSE;1;1286;3;4
"436";436;324;"Sung-yueng";"Ki";"Newcastle";"Midfielder";0,4;0,1;27;0;1;2;2;26;0;2,3;14;1;0;0;1;147;128;217,8;25;37,1;0,1;5,7;"";4,7;0,4;-0,1;100;FALSE;0;922;3;4
"437";437;325;"Dwight";"Gayle";"Newcastle";"Forward";0;0,1;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Season-long to to West Bromwich Albion ";6;0;0;0;FALSE;0;0;4;4
"438";438;326;"Ayoze";"Pérez";"Newcastle";"Forward";5,4;1,4;95;6;2;9;547;4825;1;3,2;29;2;0;0;10;348;543,8;516,3;645;170,5;0,9;15,6;"";6,1;5,4;4,9;NA;FALSE;1;2358;4;4
"439";439;327;"Jose Luis";"Mato Sanmartín";"Newcastle";"Forward";0,4;2,2;30;2;0;1;652;1338;0;1,9;15;1;0;0;3;89;121,4;35,9;290;44,6;0,1;6,4;"";4,7;0,4;-0,1;100;FALSE;0;586;4;4
"440";440;458;"Robert Kenedy";"Nunes do Nascimento";"Newcastle";"Midfielder";0,4;0,6;47;1;1;6;31;237;0;2,1;16;1;0;0;1;150;203,4;175,5;289;66,8;0,1;10;"";4,7;0,4;-0,1;100;FALSE;0;1256;3;4
"441";441;482;"Fabian";"Schär";"Newcastle";"Defender";4,2;1,9;67;3;1;5;231;11706;0;3,7;17;10;0;0;6;300;513,8;112,5;185;81,1;0,9;14,3;"Suspended until 06 Apr";4,7;0;0;0;FALSE;2;1482;2;4
"442";442;488;"Yoshinori";"Muto";"Newcastle";"Forward";0,2;0,1;21;1;0;1;15;24;1;1,6;9;0;0;0;0;58;67;55,5;136;25,4;0;3,8;"";5,6;0,2;-0,3;100;FALSE;0;467;4;4
"443";443;493;"Salomón";"Rondón";"Newcastle";"Forward";7;8,3;115;9;5;7;10795;28894;8;4,6;23;1;0;0;18;364;506,8;336,1;923;176,2;1,2;19,2;"";6;7;6,5;100;FALSE;2;1971;4;4
"444";444;516;"Federico";"Fernández";"Newcastle";"Defender";0,2;0,2;43;0;2;3;34;89;1;2,7;23;2;0;0;5;250;318,4;52,8;68;44;0;9,8;"";4,4;0,2;-0,3;100;FALSE;0;1350;2;4
"445";445;530;"Jamie";"Sterry";"Newcastle";"Defender";0;0,1;0;0;0;0;2;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Season-long loan to Crewe";4;0;0;0;FALSE;0;0;2;4
"446";446;531;"Sean";"Longstaff";"Newcastle";"Midfielder";2,2;0,1;26;1;1;3;13;802;0;2,9;9;2;0;0;1;117;130,4;71,8;106;30,9;0,5;5,8;"Knee injury - Expected back 31 May";4,5;0;0;0;FALSE;0;686;3;4
"447";447;553;"Frederick";"Woodman";"Newcastle";"Goalkeeper";0;0,2;0;0;0;0;61;92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"";4;0;-0,5;NA;FALSE;0;0;1;4
"448";448;577;"Callum";"Roberts";"Newcastle";"Midfielder";0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Season-long loan to Colchester United";4,5;0;0;0;FALSE;0;0;3;4
"449";449;587;"Miguel";"Almirón";"Newcastle";"Midfielder";3,6;1,2;19;0;2;2;724;3442;5;3,2;7;0;0;0;0;64;74,8;150,5;104;33;0,6;3,2;"";6;3,6;3,1;100;FALSE;0;438;3;4
"450";450;588;"Antonio";"Barreca";"Newcastle";"Defender";0;0;1;0;0;0;9;19;0;1;0;0;0;0;0;3;0,2;0;0;0;0;0,2;"";4,2;0;-0,5;NA;FALSE;0;4;2;4
"451";451;258;"Danny";"Ings";"Southampton";"Forward";0;2,5;73;7;1;4;209;1951;0;4,1;20;1;0;0;11;261;365,8;232,4;655;125,3;0;13,5;"Hamstring injury - 75% chance of playing";5,4;0;0;75;FALSE;1;1249;4;20
"452";452;328;"Alex";"McCarthy";"Southampton";"Goalkeeper";0;2,3;73;0;0;4;206;1502;0;2,9;44;1;0;78;6;414;585,2;0;0;58,6;0;16,6;"";4,4;0;0;100;FALSE;1;2250;1;20
"453";453;329;"Fraser";"Forster";"Southampton";"Goalkeeper";0;0,6;0;0;0;0;34;85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"";4,2;0;0;NA;FALSE;0;0;1;20
"454";454;330;"Ryan";"Bertrand";"Southampton";"Defender";2;1,9;42;1;0;5;236;196;0;2,6;27;6;0;0;1;218;246,2;298,9;96;63,9;0,4;8,8;"";4,8;0;2;100;FALSE;0;1440;2;20
"455";455;331;"Maya";"Yoshida";"Southampton";"Defender";2,8;0,6;27;0;0;2;463;234;0;2,3;21;0;0;0;2;191;236,2;35,3;94;36,6;0,7;6,6;"";4,1;0;2,8;100;FALSE;0;1068;2;20
"456";456;332;"Cédric";"Soares";"Southampton";"Defender";0;2,2;52;1;2;4;4;765;0;2,9;31;4;0;0;7;273;309;226,5;103;63,9;0;12,4;"Season-long loan to Inter Milan";4,2;0;0;0;FALSE;1;1493;2;20
"457";457;333;"Jack";"Stephens";"Southampton";"Defender";0;0,3;40;1;0;3;75;266;0;2,4;25;3;0;0;4;227;314,8;62,8;139;51,7;0;9,5;"";4,2;0;0;100;FALSE;1;1272;2;20
"458";458;334;"Sam";"McQueen";"Southampton";"Defender";0;0,5;0;0;0;0;0;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Season-long loan to Middlesbrough";4;0;0;0;FALSE;0;0;2;20
"459";459;335;"Jan";"Bednarek";"Southampton";"Defender";2,5;6,6;34;0;1;2;2109;3407;0;2;22;5;0;0;2;245;450,2;83,7;12;54,8;0,6;8,5;"";4;0;2,5;NA;FALSE;0;1430;2;20
